fecha,cliente_ref,sku,unidades,kilos,valor,canal_fuente,regional_fuente,responsable,fuente,comentario,archivo,cliente_id,cliente,metodo_cliente,score_cliente,canal,regional,sku_valido,descripcion_producto,peso_kg,unidad,variedad,subcategoria,categoria,tipo_producto,marca,origen,duplicado_exacto
2025-05-15,C014,130103,82,23.616,512600,GS,Occidente,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-15,C003,110115,38,9.5,727630,Grandes Superficies,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C003,MaxiCompra Caribe,id_directo,100.0,Grandes Superficies,Caribe,True,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,False
2025-05-15,C014,110105,37,5.55,407960,Grandes Superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-15,C003,900102,53,4.24,393060,Grandes Superficies,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,promo,Sell_in_2.csv,C003,MaxiCompra Caribe,id_directo,100.0,Grandes Superficies,Caribe,True,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-15,C016,110101,34,5.1,382020,Grandes superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,promo,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-15,C016,110115,31,7.75,591120,Grandes superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,False
2025-05-15,C016,900103,45,3.6,367010,Grandes Superficies,Santanderes,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-15,C016,110114,38,9.5,700870,Grandes superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,promo,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-15,C001,110114,54,13.5,1008530,GS,Centro,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-15,C003,130103,65,,400110,Grandes Superficies,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,pedido regular,Sell_in_2.csv,C003,MaxiCompra Caribe,id_directo,100.0,Grandes Superficies,Caribe,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-15,C002,900104,58,4.64,404320,GS,Antioquia,Sara Vélez,ERP_COMERCIAL_Q2_Q3,ajuste manual,Sell_in_2.csv,C002,SuperAhorro,id_directo,100.0,Grandes Superficies,Antioquia,True,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-15,C016,120101,61,15.25,456640,Grandes Superficies,Santanderes,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-15,C016,130101,80,12.0,340090,Grandes Superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-15,C016,900101,31,2.48,231020,Grandes superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-15,C002,110115,42,10.5,808400,Grandes Superficies,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C002,SuperAhorro,id_directo,100.0,Grandes Superficies,Antioquia,True,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,False
2025-05-15,C002,110113,40,10.0,475810,GS,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C002,SuperAhorro,id_directo,100.0,Grandes Superficies,Antioquia,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-05-15,C001,110107,46,5.75,442130,GS,CENTRO,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,CAMEMBERT CUÑA MONTE AZUL 125G,0.125,UND,CAMEMBERT,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-05-15,C016,900104,44,3.52,306380,GS,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-15,C002,120101,89,22.25,684940,Grandes superficies,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q2_Q3,pedido regular,Sell_in_2.csv,C002,SuperAhorro,id_directo,100.0,Grandes Superficies,Antioquia,True,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-15,C003,110112,98,9.8,516890,GS,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,ajuste manual,Sell_in_2.csv,C003,MaxiCompra Caribe,id_directo,100.0,Grandes Superficies,Caribe,True,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-05-15,C014,110103,49,7.35,532900,GS,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,MUENSTER TAJADO LOMA DORADA 150G,0.15,UND,MUENSTER,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-15,C001,110104,77,11.55,846980,Grandes Superficies,CENTRO,Daniel Rojas,ERP_COMERCIAL_Q2_Q3,promo,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,COLBY JACK TAJADO LOMA DORADA 150G,0.15,UND,COLBY JACK,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-15,C014,110112,75,7.5,387450,Grandes superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,pedido regular,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-05-15,C003,130101,87,13.05,370590,Grandes Superficies,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C003,MaxiCompra Caribe,id_directo,100.0,Grandes Superficies,Caribe,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-15,C014,120101,96,,727860,Grandes superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-16,C017,110113,3,0.75,35770,Quick commerce,Centro,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C017,RapiExpress,id_directo,100.0,E-commerce,Centro,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-05-16,C017,900101,2,0.16,15380,E-commerce,Centro,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C017,RapiExpress,id_directo,100.0,E-commerce,Centro,True,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-16,C004,110112,172,17.2,875720,Hard discount,Centro,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C004,Descuento Ya,id_directo,100.0,Hard Discount,Centro,True,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-05-16,C006,300101,62,14.26,405070,Hard Discount,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C006,PuntoMenos Caribe,id_directo,100.0,Hard Discount,Caribe,True,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-05-16,C005,130101,291,43.65,1178200,Discounters,Antioquia,Sara Vélez,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C005,PrecioListo,id_directo,100.0,Hard Discount,Antioquia,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-16,C018,130104,99,14.85,429580,Hard Discount,Occidente,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C018,Cadena Uno,id_directo,100.0,Hard Discount,Occidente,True,PIZZA MIX RALLADO DELILAT 150G,0.15,UND,MIXTO QUESOS,RALLADOS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-16,C018,300101,74,17.02,478080,Discounters,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C018,Cadena Uno,id_directo,100.0,Hard Discount,Occidente,True,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-05-16,C004,300101,114,26.22,742910,Hard Discount,Centro,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C004,Descuento Ya,id_directo,100.0,Hard Discount,Centro,True,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-05-16,C017,300101,4,0.92,28090,Ecommerce,Centro,Daniel Rojas,ERP_COMERCIAL_Q2_Q3,promo,Sell_in_2.csv,C017,RapiExpress,id_directo,100.0,E-commerce,Centro,True,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-05-16,C006,900102,43,3.44,310080,Hard Discount,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C006,PuntoMenos Caribe,id_directo,100.0,Hard Discount,Caribe,True,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-16,C004,130101,280,42.0,1171560,Hard discount,Centro,Daniel Rojas,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C004,Descuento Ya,id_directo,100.0,Hard Discount,Centro,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-16,C005,130104,131,19.65,557630,Hard discount,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C005,PrecioListo,id_directo,100.0,Hard Discount,Antioquia,True,PIZZA MIX RALLADO DELILAT 150G,0.15,UND,MIXTO QUESOS,RALLADOS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-16,C017,130101,3,0.45,13210,Quick commerce,Centro,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C017,RapiExpress,id_directo,100.0,E-commerce,Centro,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-16,C004,300102,103,23.69,724520,Hard Discount,CENTRO,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C004,Descuento Ya,id_directo,100.0,Hard Discount,Centro,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-05-17,C015,120101,19,4.75,146420,Tradicional,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C015,Abarrotes Norte,id_directo,100.0,Tradicional Modernizado,Caribe,True,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-17,C015,900101,8,0.64,61960,Tradicional mod.,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C015,Abarrotes Norte,id_directo,100.0,Tradicional Modernizado,Caribe,True,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-17,C015,130101,22,3.3,93950,Tradicional Modernizado,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C015,Abarrotes Norte,id_directo,100.0,Tradicional Modernizado,Caribe,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-19,C017,130101,5,0.75,22210,E-commerce,Centro,Daniel Rojas,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C017,RapiExpress,id_directo,100.0,E-commerce,Centro,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-19,C003,900104,57,4.56,400390,Grandes Superficies,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C003,MaxiCompra Caribe,id_directo,100.0,Grandes Superficies,Caribe,True,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-19,C001,110106,59,7.375,580450,GS,CENTRO,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,BRIE CUÑA MONTE AZUL 125G,0.125,UND,BRIE,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-05-19,C014,110110,19,6.84,484580,GS,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-05-19,C014,120104,72,14.4,446470,GS,,María Paz Torres,ERP_COMERCIAL_Q2_Q3,promo,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-19,C002,110114,54,13.5,1005140,GS,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q2_Q3,promo,Sell_in_2.csv,C002,SuperAhorro,id_directo,100.0,Grandes Superficies,Antioquia,True,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-19,C016,110110,18,6.48,462760,Grandes superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,pedido regular,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-05-19,C017,120103,3,0.6,23600,Ecommerce,CENTRO,Daniel Rojas,ERP_COMERCIAL_Q2_Q3,pedido regular,Sell_in_2.csv,C017,RapiExpress,id_directo,100.0,E-commerce,Centro,True,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-19,C003,110102,46,6.9,497950,Grandes superficies,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C003,MaxiCompra Caribe,id_directo,100.0,Grandes Superficies,Caribe,True,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-19,C014,120103,63,12.6,473560,Grandes superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-19,C002,300102,60,13.8,432990,Grandes Superficies,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C002,SuperAhorro,id_directo,100.0,Grandes Superficies,Antioquia,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-05-19,C002,130103,104,29.952,648900,GS,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C002,SuperAhorro,id_directo,100.0,Grandes Superficies,Antioquia,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-19,C014,110101,53,7.95,579570,Grandes Superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-19,C001,300102,64,14.72,469830,Grandes superficies,CENTRO,Laura Mejía,ERP_COMERCIAL_Q2_Q3,ajuste manual,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-05-19,C014,900103,61,4.88,493550,Grandes superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-19,C001,110103,79,11.85,868960,Grandes Superficies,CENTRO,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,MUENSTER TAJADO LOMA DORADA 150G,0.15,UND,MUENSTER,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-19,C001,130101,132,19.8,564490,Grandes Superficies,Centro,Daniel Rojas,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-19,C001,110105,62,9.3,686970,Grandes superficies,Centro,Daniel Rojas,ERP_COMERCIAL_Q2_Q3,promo,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-19,C001,900104,99,7.92,680440,Grandes superficies,CENTRO,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-19,C014,900104,71,5.68,501510,GS,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C014,Plaza Hogar,id_directo,100.0,Grandes Superficies,Occidente,True,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-19,C003,120104,55,11.0,332110,Grandes Superficies,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C003,MaxiCompra Caribe,id_directo,100.0,Grandes Superficies,Caribe,True,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-19,C002,900102,63,5.04,471170,Grandes Superficies,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C002,SuperAhorro,id_directo,100.0,Grandes Superficies,Antioquia,True,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-19,C003,120101,83,20.75,630400,Grandes Superficies,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C003,MaxiCompra Caribe,id_directo,100.0,Grandes Superficies,Caribe,True,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-19,C002,900103,50,4.0,409370,Grandes superficies,Antioquia,Sara Vélez,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C002,SuperAhorro,id_directo,100.0,Grandes Superficies,Antioquia,True,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-05-19,C001,110115,63,15.75,1186260,GS,Centro,Daniel Rojas,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,False
2025-05-19,C016,130103,64,18.432,399370,Grandes Superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q2_Q3,ajuste manual,Sell_in_2.csv,C016,Canasta Familiar,id_directo,100.0,Grandes Superficies,Santanderes,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-19,C001,120103,96,,729770,GS,CENTRO,Laura Mejía,ERP_COMERCIAL_Q2_Q3,promo,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-05-19,C001,110113,79,19.75,925350,GS,CENTRO,Laura Mejía,ERP_COMERCIAL_Q2_Q3,,Sell_in_2.csv,C001,HiperMax Nacional,id_directo,100.0,Grandes Superficies,Centro,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
